college,location,university,course_offered,ownership_type,phone_number,email,university_encoded,ownership_encoded,location_encoded
NIMS College,"Prayagpokhari, Lagankhel, Lalitpur",Tribhuvan University,Bachelor of Computer Application (BCA) Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Arts in Social Work (BASW) Master of Business Studies (MBS),private Institution,,,34,3,734
Arniko Multiple Campus,"Talchikhel, Satdobato, Lalitpur",Tribhuvan University,Bachelor of Computer Application (BCA),private Institution,,,34,3,906
Precious National College,"Mhepi, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA),private Institution,,,34,3,641
Valley Krishi Campus,"Godavari Municipality 11, Chapagaun, Godawari, Lalitpur",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,371
Purwanchal Agriculture Campus,"Beldangi, Gauradaha - 1, Gauradhaha, Jhapa",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,107
Bright Mid-Western Agriculture and Forestry Campus,"Birendranagar -6, Airport, Birendranagar, Surkhet",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,170
Jibika College of Agricultural Science,"Itahari-10, Itahari, Sunsari",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,421
Gorkha Polytechnic College and Research Center,"Baijanath-4, Kohalpur - 2, Kohalpur, Banke",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,46
Glacier International College,"Shantinagar, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Business Management (BBM),private Institution,,,34,3,843
Nepal Darshan College,"Urlabari-4, Urlabari, Uralabari, Morang",Tribhuvan University,Bachelor of Business Studies (BBS),private Institution,,,34,3,965
Innovative SS College,"Naya Thimi - 4, Madhyapur Thimi, Bhaktapur",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts in Social Work (BASW),private Institution,,,34,3,668
Swoyambhu International College,"Kanibahal, Lagankhel, Lalitpur",Tribhuvan University,Master of Business Studies (MBS) Bachelor of Business Studies (BBS) Bachelor of Business Management (BBM) Bachelor of Computer Application (BCA),private Institution,,,34,3,473
Yeti International College,"Buddhanagar, Baneshwar, Kathmandu",Unknown,Bachelor of Business Studies (BBS) Bachelor of Computer Application (BCA),private Institution,,,39,3,192
Chhinnamasta College,"Kusunti, Mahalaxmi, Lalitpur",Tribhuvan University,Bachelor of Business Studies (BBS),private Institution,,,34,3,545
Nilgiri College,"Itahari 05, Itahari, Sunsari",Unknown,Bachelor of Food Technology (BTech Food),private Institution,,,39,3,418
Nepal Information Technology (NIT),"Jawalakhel, Lalitpur",Indira Gandhi National Open University,Bachelor’s Degree Programme in Commerce (B.Com) Bachelor of Arts (BA) Bachelor in Computer Applications (BCA) Master of Business Administration (MBA),private Institution,,,14,3,436
Arya College,"Gaurinagar, Chabahil-7, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS),private Institution,,,34,3,356
Regional College of Health Science & Technology,"Nayabazar-9, Pokhara, Pokhara Lekhnath, Kaski",Tribhuvan University,Certificate in Medical Laboratory Technology (CMLT) Certificate in Diagnostic Radiography,private Institution,,,34,3,671
Manaslu World College,"Chuchepati, Kathmandu, Kathmandu",Unknown,Bachelor of Business Studies (BBS) Bachelor of Computer Application (BCA) Bachelor of Arts in Social Work (BASW) Ten Plus Two (+2) Science (+2 Science) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Law (+2 Law) Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Education (+2 Education),private Institution,,,39,3,240
Sowa Rigpa International College,"Aarubari, Gokarneshwor, Gokarneshwar, Kathmandu",Lumbini Buddhist University,Bachelor in Sowa Rigpa Medicine and Surgery,private Institution,,,21,3,3
Api Nampa Campus,"Byas, Darchula",Tribhuvan University,Bachelor of Education (BEd),private Institution,,,34,3,205
Liberty College Dhankuta,Dhankuta,Tribhuvan University,Bachelor of Business Studies (BBS),private Institution,,,34,3,285
Janaki College of Management,"Janakpur, Dhanusha",Purbanchal University,Bachelor of Business Administration (BBA),private Institution,,,29,3,429
Sunapati Sahid Multiple Campus,"Bethan, Sunapati, Ramechhap",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd),private Institution,,,34,3,113
UN College,"Dharan, Sunsari",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Hotel Management (BHM),private Institution,,,34,3,291
Shree College of Management,"Shantinagar Gate, Kathmandu",ACCA,ACCA (ACCA) Chartered Institute of Management Accountants (CIMA),private Institution,,,0,3,840
Southwestern Business College,"Dhapasi (Basundhara), Kathmandu",Purbanchal University,Bachelor of Business Administration (BBA),private Institution,,,29,3,290
East-Pole International College,"Jorpati, Gokarneshwar, Kathmandu",Unknown,Bachelor of Business Studies (BBS),private Institution,,,39,3,446
"ISMT College, Biratnagar","Biratnagar, Morang",University of Sunderland,BSc (Hons) Computer Systems Engineering BSc (Hons) International Tourism and Hospitality Management (BHM),private Institution,,,37,3,168
"ISMT College, Pokhara","Pokhara, Pokhara Lekhnath, Kaski",University of Sunderland,BA (Hons) Business and Management (BBA) BSc (Hons) Computer Systems Engineering,private Institution,,,37,3,729
"ISMT College, Chitwan","Bharatpur, Chitwan",University of Sunderland,BSc (Hons) Computer Systems Engineering BSc (Hons) International Tourism and Hospitality Management (BHM),private Institution,,,37,3,129
Sterling Wells Education Group,"Tinkune, Kathmandu",ACCA,ACCA (ACCA),private Institution,,,0,3,948
Himchhaya College,"Gaindakot, Parasi",Agriculture and Forestry University,BSc Agriculture (B.Sc Ag),private Institution,,,1,3,338
Gauri Shankar Brihat Shiksha Campus,Ramechhap,Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,760
Training Institute for Technical Instruction,"Madhyapur Thimi-17, Bhaktapur",Council for Technical Education and Vocational Training,Bachelor of Technical Education in Livestock (B.Tech Ed) Bachelor of Technical Education Plant Science (B.Tech.Ed.),public Institution,"01-6630187, 01-6630409",info@titi.org.np,7,4,582
Samata College,"Bouddha, Gokarneshwar, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Master of Business Studies (MBS),public Institution,01-4489954,centralsamata@gmail.com,34,4,189
Sinja Multiple Campus,"Dhapa, Sinja, Jumla",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),public Institution,9848302413,,34,4,288
Krishna Baijanath Multiple Campus,"Jhalari, Shuklaphanta, Kanchanpur",Unknown,Master of Business Studies (MBS),public Institution,,,39,4,440
Mahendra Multiple Campus Baglung,Baglung,Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS) Bachelor of Education (BEd) One year Bachelor of Education (BEd) MA in Sociology MA in Nepali (MA Nepali),public Institution,977-68-520113,,34,4,41
Gauri Campus Janakpur,"Janakpur, Dhanusha",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,429
Kusheshwar Bidhyapith Multiple Campus,"Kusheshwar, Sunkoshi, Sindhuli",Tribhuvan University,Bachelor of Education (BEd),public Institution,047-690533,,34,4,541
Tripureshwar Shiksha Campus,"Bahuntilpung-3, Bahuntilpung, Tinpatan, Sindhuli",Tribhuvan University,Bachelor of Education (BEd),public Institution,047-690590,,34,4,45
Siddha Devi Campus,"Pachthar, Panchthar",Tribhuvan University,Bachelor of Education (BEd),public Institution,024-520304,,34,4,689
Janasewa Multiple Campus,"Dhadhawar, Barbardiya, Bardiya",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS),public Institution,,,34,4,280
Himjyoti Multiple Campus,"Sarkegad, Humla",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Arts (BA),public Institution,,,34,4,823
Kolma Barahachaur Samudayik Campus,"Kolma 6, Kolma, Putalibazar, Syangja",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,524
Aalamdevi Banijya Campus,"Kotakot, Mirmi, Kaligandagi, Syangja",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,527
Sailung Campus,"Magapouwa, Sailung, Dolakha",Tribhuvan University,Bachelor of Arts (BA),public Institution,,,34,4,587
Nikunj Madhyawati Multiple Campus,"Neulapur, Bardiya",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS),public Institution,,,34,4,676
Barahi College,"Damauli, Bayas-2, Damauli, Byas, Tanahun",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,065-561777,,34,4,256
Butwal Kalika Campus,"Ramnagar, Rupandehi, Butwal-10, Butwal, Rupandehi",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Computer Application (BCA),public Institution,071-543457,butwalkalikacampus@gmail.com,34,4,767
Tilganga Institute of Ophthalmology,"Gaushala, Bagmati Bridge, Kathmandu",Pokhara University,Diploma in Ophthalmic Science Master of Optometry (M Optom),public Institution,"977-1- 4493775, 01-4493684",,28,4,357
Ratna Jyoti Multiple Campus,"Maruhiti, Kathmandu",National Examinations Board,Bachelor of Arts (BA) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Management (+2 Mangement),public Institution,+977-1-4258145,,24,4,625
Melung Campus,"Melung, Dolakha",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,639
Jwala Prasad Syo Wai Devi Murarka Campus,"Lahan, Siraha",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Education (BEd),public Institution,033-560252,,34,4,547
Rajarshi Janak Campus,"Janakpur, Dhanusha",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA) Bachelor of Education (BEd) One year Bachelor of Education (BEd),public Institution,,,34,4,429
Pioneers' Multiple Campus,"Waling, Syangja",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,970
Tulasi Mehar College,Dhankuta,Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,026-520662,,34,4,285
Mahesh sanskrit Gurukulam Vidhyapeeth,"Devghat, Devghat, Tanahun",Nepal Sanskrit University,Acharya Shastri Uttar Madhyama,public Institution,056-620426,,25,4,272
Shanti Aadarsha Campus,"Chaudhanpatan Byasi, Chaudhanpatan, Chabispathivera, Bajhang",Tribhuvan University,Bachelor of Education (BEd),public Institution,092-690223,,34,4,226
Saraswoti Sanskrit vidyapeeth,"Manigram, Tillotama, Rupandehi",Nepal Sanskrit University,Uttar Madhyama Shastri,public Institution,,,25,4,618
Shree Narayan Campus,"Ishowrpur, Ishworpur, Sarlahi",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS),public Institution,9724652201,,34,4,417
Ridi Multiple Campus,"Ridi Bazar, Ruru, Gulmi",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,788
Sagarmatha College,"Mahananda Marga, Dharan-4, Dharan, Itahari, Sunsari",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Business Studies (BBS),public Institution,,,34,4,593
Rapti Shiksha Campus,"Ghorai, Aanandapur, Ghorai, Ghorahi, Dang",Tribhuvan University,Bachelor of Education (BEd),public Institution,"082-562304, 9847837497,",raptisikshacampus.dang@gmail.com,34,4,369
Jana Gyan Niketan Campus,"Thanapati, Shivapuri, Nuwakot",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,927
Siddhartha College of Management,"Damak-12, Damak, Kamal, Jhapa",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,252
Shree Durga Campus,"Manara, Manra Siswa, Mahottari",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,610
Shree Tribeni Aadarsh Multiple Campus,"Nijgadh, Bungal, Nijgadh, Bungal, Bajhang",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,682
Sun Shine College,"Bhairahawa, Siddharthanagar, Rupandehi",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,120
Nav Kshitiz Campus,"Bardibas 8, Bardibas, Bardibas, Mahottari",Tribhuvan University,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Computer Application (BCA),public Institution,,,34,4,83
Purwanchal College,"Damak-9, Damak, Gauradhaha, Jhapa",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,254
Kaushiki Campus,"Janpath, Dharan, Sunsari",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,434
Gadhimai Multiple Campus,"Gadhimai, Bariyarpur, Gadhimai, Mahagadhimai, Bara",Tribhuvan University,Bachelor of Education (BEd),public Institution,,,34,4,332
Phulbari Campus,"Phulbari 5, Phulbari, Baitadi",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),public Institution,,,34,4,724
Hiralal Multiple Campus,"Thahiti, Kathmandu",National Examinations Board,Ten Plus Two (+2) Management (+2 Mangement) Ten Plus Two (+2) Humanities (+2 Humanities),public Institution,01-4226838,,24,4,922
Prayageshwar Multiple Campus,"Pakarbas, Khadadevi, Ramechhap",Tribhuvan University,Bachelor of Education (BEd),public Institution,048-690091,,34,4,694
UNIV College,"Biratnagar, Morang",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,168
Sanskrit Vidyapeeth,"Dharan, Sunsari",Nepal Sanskrit University,Uttar Madhyama,public Institution,025-520716,,25,4,291
Paramananda Sanskrit Gurukulam Vidyapeeth,"Devghat, Tanahun",Nepal Sanskrit University,Shastri,public Institution,,,25,4,273
Bidhyanilakantha Campus,"Ghorahi, Dang",Tribhuvan University,Bachelor of Education (BEd) Bachelor of Business Studies (BBS),public Institution,,,34,4,366
College of National Academic Square,"Koteshwor, Kathmandu",National Examinations Board,Bachelor of Arts (BA) Bachelor of Education (BEd) Bachelor of Business Studies (BBS) Ten Plus Two (+2) Humanities (+2 Humanities) Ten Plus Two (+2) Education (+2 Education) Ten Plus Two (+2) Management (+2 Mangement) One year Bachelor of Education (BEd),public Institution,01-4602084,cnascampus@gmail.com,24,4,529
Shiksha Mahabhidyalaya Campus,"Pokhara, Kaski",Tribhuvan University,Bachelor of Education (BEd),public Institution,061-522418,,34,4,728
Budhinanda Campus,"Kolti, Budhinanda, Bajura",Tribhuvan University,Bachelor of Arts (BA),public Institution,097-680275,,34,4,525
Saradha Balika Namuna Multiple Campus,"Dharan, Sunsari",Tribhuvan University,Bachelor of Business Studies (BBS),public Institution,,,34,4,291
Jitpur Campus,"Arkhoule, Jitpur, Mahalaxmi, Dhankuta",Tribhuvan University,Bachelor of Education (BEd),public Institution,9742005813,,34,4,22
Shahayogi Multiple Campus,"Gokarna, Gokarneshwar, Kathmandu",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Arts (BA),public Institution,01-4801043,,34,4,373
Janabikash College,"Besishahar, Besishahar, Lamjung",Tribhuvan University,Bachelor of Business Studies (BBS) Bachelor of Education (BEd),public Institution,,,34,4,112
